longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value,address
-118.14,33.77,51.0,2812.0,621.0,1171.0,566.0,3.875,NEAR OCEAN,342900.0,"Tremont Way, Belmont Shore, Long Beach, Los Angeles County, California, 90814, United States"
-118.23,34.11,35.0,4148.0,971.0,3220.0,892.0,3.3389,<1H OCEAN,187100.0,"3601, Parrish Avenue, Los Angeles, Los Angeles County, California, 90065, United States"
-117.1,32.58,17.0,2046.0,559.0,1585.0,530.0,2.25,NEAR OCEAN,132800.0,"923, Harwood Street, Egger Highlands, San Diego, San Diego County, California, 92154, United States"
-117.13,33.14,16.0,1649.0,278.0,993.0,277.0,4.8526,<1H OCEAN,170700.0,"222, Avenida Chapala, San Marcos, San Diego County, California, 92069, United States"
-121.96,37.33,26.0,3269.0,788.0,1427.0,696.0,4.2136,<1H OCEAN,288300.0,"2262, Pruneridge Avenue, Santa Clara, Santa Clara County, California, 95150, United States"
-122.24,37.86,52.0,1668.0,225.0,517.0,214.0,7.8521,NEAR BAY,500001.0,"36, Slater Lane, Oakland, Alameda County, California, 94168, United States"
-121.88,37.36,42.0,2087.0,402.0,1342.0,423.0,4.2149,<1H OCEAN,199000.0,"1041, De Mattei Court, Luna Park, San Jose, Santa Clara County, California, 95112, United States"
-124.14,41.06,32.0,1020.0,215.0,421.0,198.0,3.0208,NEAR OCEAN,143400.0,"450, Parker Creek Drive, Trinidad, Humboldt County, California, 95570, United States"
-119.72,36.81,28.0,1651.0,305.0,780.0,309.0,2.9453,INLAND,72200.0,"476, West Keats Avenue, Clovis, Fresno County, California, 93612, United States"
-122.42,37.73,50.0,3426.0,769.0,2261.0,671.0,2.888,NEAR BAY,246400.0,"73, Gladstone Drive, St. Mary's Park, San Francisco, California, 94134, United States"
-117.25,34.15,30.0,1770.0,380.0,990.0,348.0,3.3,INLAND,97600.0,"25424, Edgemont Drive, Del Rosa, San Bernardino County, California, 92404, United States"
-118.12,34.7,7.0,4915.0,885.0,2833.0,874.0,4.3229,INLAND,130000.0,"552, East Kettering Street, Lancaster, Los Angeles County, California, 93535, United States"
-118.28,34.0,44.0,2636.0,725.0,2182.0,651.0,1.432,<1H OCEAN,124000.0,"382, West 47th Place, South Park, Los Angeles, Los Angeles County, California, 90037, United States"
-122.29,37.78,42.0,1241.0,309.0,821.0,300.0,1.9427,NEAR BAY,102200.0,"Ralph Appezzato Memorial Parkway, Woodstock, Alameda, Alameda County, California, 94607, United States"
-117.99,34.08,35.0,1032.0,207.0,954.0,191.0,2.8906,INLAND,134800.0,"Ramona Boulevard, Irwindale, Los Angeles County, California, 91706, United States"
-118.69,34.21,10.0,3663.0,409.0,1179.0,371.0,12.542,<1H OCEAN,500001.0,"12, Ranchero Road, Bell Canyon, Ventura County, California, 91307, United States"
-115.56,32.79,18.0,1178.0,438.0,1377.0,429.0,1.3373,INLAND,58300.0,"736, West Brighton Avenue, El Centro, Imperial County, California, 92243, United States"
-117.7,33.65,16.0,3388.0,492.0,1249.0,463.0,6.1863,<1H OCEAN,355600.0,"21522, Via Serpiente, Forest Creek Community, Lake Forest, Orange County, California, 92630, United States"
-120.35,36.14,9.0,2671.0,647.0,1484.0,541.0,1.7075,INLAND,60400.0,"373, Harrison Street, Coalinga, Fresno County, California, 93210, United States"
-118.23,33.96,36.0,1062.0,270.0,1136.0,273.0,1.6597,<1H OCEAN,109100.0,"Alameda Street, Florence-Firestone, Firestone Park, Los Angeles County, California, 90255, United States"
-122.34,37.94,42.0,2206.0,451.0,989.0,444.0,3.125,NEAR BAY,143900.0,"636, 29th Street, Richmond, Contra Costa County, California, 94804, United States"
-122.4,37.58,26.0,3281.0,,1145.0,480.0,6.358,NEAR OCEAN,500001.0,"1731, Hunt Drive, Burlingame, San Mateo County, California, 94010, United States"
-117.21,32.87,12.0,1428.0,303.0,528.0,269.0,4.1429,NEAR OCEAN,254400.0,"Towne Center Plaza, University City, San Diego, San Diego County, California, 92039, United States"
-120.3,38.9,11.0,1961.0,435.0,113.0,53.0,0.9227,INLAND,95500.0,"El Dorado County, California, United States"
-117.12,32.58,34.0,2003.0,466.0,1226.0,443.0,3.0613,NEAR OCEAN,136700.0,"South Bay Union Elementary School District Head Office, 601, Elm Avenue, Imperial Beach, San Diego County, California, 91932, United States"
-118.01,33.71,18.0,6565.0,1357.0,3079.0,1248.0,4.7515,<1H OCEAN,295600.0,"6792, Baker Drive, Huntington Beach, Orange County, California, 92647, United States"
-117.93,33.68,33.0,2664.0,432.0,1197.0,429.0,5.069,<1H OCEAN,264200.0,"2996, Ceylon Drive, Mesa Verde, Costa Mesa, Orange County, California, 92626, United States"
-118.31,33.73,52.0,2025.0,361.0,957.0,363.0,4.2059,NEAR OCEAN,350000.0,"1508, West 16th Street, Los Angeles, Los Angeles County, California, 90732, United States"
-118.04,33.99,36.0,3531.0,754.0,1613.0,697.0,3.2359,<1H OCEAN,198600.0,"12753, Orange Drive, Whittier, Los Angeles County, California, 90601, United States"
-118.33,34.04,48.0,2437.0,443.0,1400.0,426.0,2.628,<1H OCEAN,251100.0,"4160, West Washington Boulevard, Los Angeles, Los Angeles County, California, 90018, United States"
-118.6,34.21,21.0,9512.0,2560.0,7282.0,2387.0,2.8039,<1H OCEAN,227500.0,"7699, Alabama Avenue, Canoga Park, Los Angeles, Los Angeles County, California, 91304, United States"
-119.02,37.64,14.0,5919.0,1278.0,265.0,112.0,3.2431,INLAND,221400.0,"Bullet DH, Mammoth Lakes, Mono County, California, United States"
-118.35,34.07,45.0,7803.0,2154.0,3359.0,2041.0,3.3594,<1H OCEAN,287500.0,"West 3rd Street, Fairfax, Los Angeles, Los Angeles County, California, 90036, United States"
-117.06,33.13,12.0,8742.0,2114.0,4854.0,1957.0,2.8015,<1H OCEAN,143500.0,"East Grand Avenue, East Valley Parkway, Escondido, San Diego County, California, 92027, United States"
-117.01,32.72,12.0,2914.0,734.0,2104.0,703.0,2.3068,NEAR OCEAN,132300.0,"8738, Calle Sierra, Spring Valley, San Diego County, California, 91977, United States"
-122.31,40.75,18.0,1411.0,330.0,494.0,227.0,1.4911,INLAND,75800.0,"Whiskeytown-Shasta-Trinity Nra, Shasta County, California, United States"
-119.17,34.18,38.0,3221.0,783.0,2792.0,736.0,2.9118,NEAR OCEAN,172400.0,"648, East Hemlock Street, Oxnard, Ventura County, California, 93033, United States"
-119.88,34.44,27.0,4724.0,793.0,2394.0,738.0,5.5954,NEAR OCEAN,261400.0,"Dos Pueblos High School, 7266, Alameda Avenue, El Encanto Heights, Goleta, Santa Barbara County, California, 93117, United States"
-117.22,32.73,38.0,3966.0,768.0,1640.0,729.0,3.8409,NEAR OCEAN,291400.0,"2776, Belknap Way, San Diego, San Diego County, California, 92106, United States"
-117.27,34.1,9.0,3904.0,1042.0,3688.0,896.0,1.8022,INLAND,78000.0,"County of San Bernardino General Services Facility, 777, East Rialto Avenue, San Bernardino, San Bernardino County, California, 92415, United States"
-117.28,33.18,14.0,676.0,118.0,384.0,126.0,6.2096,NEAR OCEAN,178100.0,"3554, Sky Haven Lane, Oceanside, San Diego County, California, 92056, United States"
-121.59,39.74,17.0,1646.0,330.0,750.0,344.0,2.3798,INLAND,83800.0,"Carroll Lane, Paradise, Butte County, California, 95969, United States"
-119.13,36.13,28.0,1673.0,385.0,1434.0,371.0,2.0586,INLAND,40900.0,"Road 196, Tulare County, California, United States"
-119.12,36.69,13.0,3963.0,812.0,1905.0,671.0,2.2278,INLAND,90500.0,"Chuckwagon Road, Fresno County, California, United States"
-118.53,34.45,10.0,5509.0,969.0,3002.0,959.0,5.5981,<1H OCEAN,220100.0,"22504, La Rochelle Drive, Saugus, Santa Clarita, Los Angeles County, California, 91350, United States"
-119.72,34.47,34.0,3262.0,533.0,1265.0,502.0,5.8411,<1H OCEAN,381800.0,"2875, Spyglass Ridge Road, Mission Canyon, Santa Barbara County, California, 93105, United States"
-122.09,41.32,52.0,4019.0,824.0,1728.0,706.0,2.2462,INLAND,62900.0,"Red Fir Road, Siskiyou County, California, United States"
-118.22,34.04,43.0,2343.0,803.0,2468.0,707.0,1.5163,<1H OCEAN,115000.0,"Hollenbeck Palms, 573, South Boyle Avenue, Brooklyn Heights, Boyle Heights, Los Angeles, Los Angeles County, California, 90033, United States"
-117.82,33.84,25.0,1788.0,203.0,676.0,217.0,10.1299,<1H OCEAN,454300.0,"4419, East Orange Creek Lane, Peralta Hills, Anaheim, Orange County, California, 92807, United States"
-117.61,33.45,6.0,950.0,184.0,426.0,186.0,4.7237,NEAR OCEAN,220700.0,"901, Calle Amanecer, San Clemente, Orange County, California, 92673, United States"
-118.19,33.79,29.0,3497.0,1096.0,2994.0,919.0,1.8109,NEAR OCEAN,137500.0,"Long Beach Automotive, 220, Pacific Coast Highway, Long Beach, Los Angeles County, California, 90806, United States"
-117.28,33.22,13.0,2832.0,542.0,1065.0,531.0,2.3844,<1H OCEAN,98600.0,"1600, Avenida Andante, Oceanside, San Diego County, California, 92056, United States"
-117.71,33.61,25.0,3004.0,718.0,891.0,626.0,2.395,<1H OCEAN,80300.0,"23961, Calle de la Magdalena, Laguna Hills, Orange County, California, 92653, United States"
-118.11,34.16,52.0,1353.0,274.0,852.0,306.0,3.4583,INLAND,239900.0,"1952, Loma Vista Street, Bungalow Heaven, Pasadena, Los Angeles County, California, 91104, United States"
-119.06,35.35,20.0,9351.0,2139.0,4584.0,1953.0,2.575,INLAND,69900.0,"541, Taylor Street, Bakersfield, Kern County, California, 93309, United States"
-117.12,33.27,11.0,3016.0,601.0,1727.0,541.0,4.9375,<1H OCEAN,232800.0,"9834, Circle R Drive, Valley Center, San Diego County, California, 92082, United States"
-122.53,38.32,22.0,3577.0,,1371.0,501.0,5.795,<1H OCEAN,332300.0,"Spring Hill Road, Sonoma County, California, 95431, United States"
-121.37,38.62,43.0,1077.0,199.0,447.0,182.0,3.0139,INLAND,115600.0,"4047, Hancock Drive, Sacramento County, California, 95821, United States"
-119.84,36.81,18.0,2789.0,378.0,937.0,364.0,7.7062,INLAND,188300.0,"5039, North Pleasant Avenue, Fresno, Fresno County, California, 93711, United States"
-118.45,34.05,28.0,801.0,399.0,936.0,406.0,2.1875,<1H OCEAN,181300.0,"Dowlen Drive, Veterans Administration, Los Angeles County, California, 90025, United States"
-117.71,34.06,16.0,1458.0,295.0,912.0,331.0,3.625,INLAND,160400.0,"4362, State Street, Montclair, San Bernardino County, California, 91763, United States"
-121.77,36.71,18.0,6601.0,1395.0,3562.0,1299.0,3.512,<1H OCEAN,174800.0,"Charles Benson Road, Regional Waste Management Facilities, Monterey County, California, 93933, United States"
-118.16,34.07,41.0,247.0,55.0,925.0,50.0,3.5769,<1H OCEAN,135700.0,"2061, Westmont Drive, Alhambra, Los Angeles County, California, 91803, United States"
-121.49,37.94,31.0,1860.0,394.0,1848.0,293.0,2.2891,INLAND,162500.0,"West Lower Jones Road, Trull, San Joaquin County, California, 95234, United States"
-121.05,39.23,20.0,1634.0,374.0,1053.0,390.0,1.5313,INLAND,154900.0,"Nevada County Country Club, Rockwood Drive, Cypress Hill, Grass Valley, Nevada County, California, 95945, United States"
-118.09,34.14,40.0,3092.0,549.0,1457.0,536.0,5.3377,INLAND,373800.0,"Las Encinas Hospital, 2900, East Del Mar Boulevard, Lamanda Park, Pasadena, Los Angeles County, California, 91107, United States"
-119.83,36.77,32.0,2867.0,615.0,1705.0,570.0,2.4286,INLAND,68100.0,"1603, West Yale Avenue, Fresno, Fresno County, California, 93705, United States"
-122.13,37.69,34.0,1131.0,278.0,560.0,237.0,2.875,NEAR BAY,161700.0,"Hesperian Boulevard, San Leandro, Alameda County, California, 94580, United States"
-118.42,34.23,34.0,1550.0,279.0,1011.0,288.0,4.5375,<1H OCEAN,189000.0,"13177, Crowley Street, Arleta Neighborhood Council District, Los Angeles, Los Angeles County, California, 91331, United States"
-121.83,37.28,17.0,3057.0,606.0,2030.0,602.0,5.2166,<1H OCEAN,230900.0,"4049, San Simeon Way, San Jose, Santa Clara County, California, 95111, United States"
-117.9,33.8,21.0,1342.0,326.0,748.0,335.0,2.9231,<1H OCEAN,45000.0,"1949, South Manchester Avenue, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States"
-118.07,33.85,16.0,3771.0,606.0,2196.0,564.0,7.0113,<1H OCEAN,319700.0,"12260, Viarna Street, Cerritos, Los Angeles County, California, 90703, United States"
-117.92,33.62,35.0,1821.0,335.0,727.0,316.0,6.5842,<1H OCEAN,458500.0,"2401, Cliff Drive, Newport Heights, Newport Beach, Orange County, California, 92663, United States"
-121.9,37.3,52.0,1575.0,284.0,629.0,284.0,5.6437,<1H OCEAN,312000.0,"1505, Newport Avenue, Willow Glen, San Jose, Santa Clara County, California, 95125, United States"
-122.07,37.34,33.0,1208.0,198.0,495.0,216.0,5.4659,<1H OCEAN,500001.0,"2212, Grant Road, Los Altos, Santa Clara County, California, 94024, United States"
-117.99,33.92,27.0,5805.0,1152.0,3106.0,1144.0,4.061,<1H OCEAN,222700.0,"15978, Silver Grove Drive, East La Mirada, Los Angeles County, California, 90604, United States"
-121.93,37.27,35.0,1855.0,345.0,985.0,329.0,6.0196,<1H OCEAN,255100.0,"1976, Abinante Lane, San Jose, Santa Clara County, California, 95124, United States"
-117.67,33.51,18.0,1645.0,393.0,1490.0,355.0,3.4792,<1H OCEAN,126400.0,"31098, Avenida de la Vista, San Juan Capistrano, Orange County, California, 92675, United States"
-121.95,37.24,32.0,1382.0,239.0,705.0,251.0,6.0957,<1H OCEAN,405400.0,"15742, Loma Vista Avenue, Los Gatos, Santa Clara County, California, 95032, United States"
-122.14,37.7,17.0,1463.0,292.0,695.0,330.0,4.5859,NEAR BAY,187200.0,"Caliente Drive, San Leandro, Alameda County, California, 94579, United States"
-118.25,34.02,32.0,1375.0,448.0,1698.0,432.0,1.6302,<1H OCEAN,130700.0,"1417, East 22nd Street, Nevin, Historic South-Central, Los Angeles, Los Angeles County, California, 90011, United States"
-122.18,37.41,21.0,1034.0,117.0,323.0,117.0,10.7237,NEAR OCEAN,500001.0,"Reservoir Road, Santa Clara County, California, 94028, United States"
-118.64,34.19,33.0,3017.0,494.0,1423.0,470.0,5.6163,<1H OCEAN,248400.0,"6606, Gross Avenue, West Hills, Los Angeles, Los Angeles County, California, 91307, United States"
-118.12,34.18,47.0,2344.0,513.0,1537.0,481.0,3.4777,INLAND,230600.0,"Altadena Golf Course, 1456, East Mendocino Street, Altadena, Los Angeles County, California, 91001, United States"
-118.14,33.77,52.0,2208.0,409.0,791.0,408.0,5.8408,NEAR OCEAN,500000.0,"Tremont Way, Belmont Shore, Long Beach, Los Angeles County, California, 90814, United States"
-117.7,33.6,26.0,1021.0,230.0,301.0,208.0,2.625,<1H OCEAN,80600.0,"24912, Sunset Place East, Acacia Knolls, Laguna Hills, Orange County, California, 92653, United States"
-118.23,33.93,36.0,501.0,123.0,487.0,118.0,1.3,<1H OCEAN,87000.0,"24017, East 115th Place, Watts, Los Angeles, Los Angeles County, California, 90059, United States"
-118.14,34.01,36.0,702.0,210.0,834.0,216.0,2.25,<1H OCEAN,162500.0,"6155, Hereford Drive, East Los Angeles, Los Angeles County, California, 90022, United States"
-120.56,35.48,12.0,4161.0,731.0,1609.0,615.0,5.0947,<1H OCEAN,267500.0,"Rocky Canyon Road, San Luis Obispo County, California, United States"
-118.21,33.95,38.0,1889.0,565.0,2087.0,559.0,1.7778,<1H OCEAN,154000.0,"9364, Victoria Avenue, Tweedy Mile Business District, South Gate, Los Angeles County, California, 90280, United States"
-118.37,33.97,32.0,6699.0,1781.0,2725.0,1544.0,3.3889,<1H OCEAN,285700.0,"898, Cory Drive, Inglewood, Los Angeles County, California, 90302, United States"
-116.94,32.8,28.0,3042.0,729.0,1964.0,703.0,2.4141,<1H OCEAN,137500.0,"1201, East Madison Avenue, El Cajon, San Diego County, California, 92021, United States"
-118.45,34.06,52.0,204.0,34.0,1154.0,28.0,9.337,<1H OCEAN,500001.0,"Meuse Avenue, Veterans Administration, Los Angeles County, California, 90024, United States"
-122.25,38.17,34.0,778.0,137.0,406.0,136.0,4.2955,NEAR BAY,121300.0,"179, Hearthstone Drive, American Canyon, Napa County, California, 94503, United States"
-122.11,37.65,18.0,4335.0,808.0,2041.0,734.0,3.4861,NEAR BAY,331600.0,"1149, Buchanan Way, Hayward, Alameda County, California, 94545, United States"
-121.48,38.57,38.0,2809.0,805.0,1243.0,785.0,1.8512,INLAND,114100.0,"O Street, Lavender Heights, Midtown, Sacramento, Sacramento County, California, 95816, United States"
-122.56,37.92,37.0,1926.0,290.0,721.0,298.0,8.9248,NEAR BAY,500001.0,"373, Ralston Avenue, Mill Valley, Marin County, California, 94941, United States"
-118.41,34.18,30.0,2008.0,513.0,1052.0,496.0,3.0119,<1H OCEAN,262200.0,"12718, Bessemer Street, Valley Glen, Los Angeles, Los Angeles County, California, 91606, United States"
-119.45,35.15,33.0,5050.0,964.0,2293.0,919.0,3.1592,INLAND,75400.0,"253, Suzanne Lane, Taft, Kern County, California, 93268, United States"
-122.33,37.97,19.0,5151.0,1335.0,2548.0,1165.0,3.3125,NEAR BAY,158800.0,"Holly Path, Richmond, Contra Costa County, California, 94806, United States"
-122.28,37.9,52.0,2003.0,250.0,658.0,244.0,10.0825,NEAR BAY,397000.0,"500, The Alameda, Thousand Oaks, Berkeley, Alameda County, California, 94707, United States"
-122.18,38.29,18.0,1953.0,265.0,658.0,270.0,8.0113,NEAR BAY,393000.0,"Solano County, California, United States"
-122.27,37.85,47.0,1375.0,307.0,843.0,319.0,1.3785,NEAR BAY,142300.0,"1889;1891;1893;1895, Harmon Street, Lorin, Berkeley, Alameda County, California, 94705, United States"
-117.87,33.87,7.0,2663.0,642.0,1367.0,677.0,4.6563,<1H OCEAN,162400.0,"209, Alta Street, Old Town Placentia, Placentia, Orange County, California, 92870, United States"
-122.12,37.42,36.0,2607.0,551.0,1165.0,523.0,5.1524,NEAR BAY,373100.0,"3599, Bryant Street, Fairmeadow, Palo Alto, Santa Clara County, California, 94306, United States"
-118.4,34.2,13.0,4859.0,1293.0,3351.0,1200.0,3.6875,<1H OCEAN,211900.0,"12299, Gault Street, Los Angeles, Los Angeles County, California, 91605, United States"
-118.33,33.97,47.0,1830.0,369.0,922.0,377.0,4.1635,<1H OCEAN,156400.0,"3327, West 77th Street, Los Angeles, Los Angeles County, California, 90043, United States"
-118.42,33.93,39.0,2988.0,605.0,1466.0,610.0,4.9286,<1H OCEAN,341400.0,"409, West Acacia Avenue, El Segundo, Los Angeles County, California, 90245, United States"
-118.2,33.94,42.0,618.0,163.0,680.0,179.0,3.3472,<1H OCEAN,154200.0,"10264, San Vincente Avenue, Tweedy Mile Business District, South Gate, Los Angeles County, California, 90280, United States"
-118.24,34.05,13.0,1703.0,697.0,1823.0,669.0,0.8288,<1H OCEAN,181300.0,"Little Tokyo Hotel, 327 1/2, East 1st Street, Little Tokyo, Downtown, Los Angeles, Los Angeles County, California, 90012, United States"
-119.78,36.65,27.0,1226.0,240.0,706.0,211.0,2.77,INLAND,68400.0,"506, Willamette Avenue, Fresno County, California, 93706, United States"
-122.05,37.95,22.0,5175.0,1213.0,2804.0,1091.0,2.85,NEAR BAY,144600.0,"1126, Carey Drive, Concord, Contra Costa County, California, 94520, United States"
-118.04,34.0,30.0,5308.0,854.0,2114.0,838.0,5.1985,<1H OCEAN,279200.0,"Rattlesnake Ridge Trail, Whittier, Los Angeles County, California, 90601, United States"
-118.03,33.85,23.0,5495.0,1141.0,2873.0,1004.0,3.9156,<1H OCEAN,224100.0,"5904, Thelma Avenue, La Palma, Orange County, California, 90623, United States"
-122.57,37.99,38.0,5587.0,996.0,2466.0,1027.0,4.1711,NEAR BAY,336900.0,"44, Sunview Avenue, San Anselmo, Marin County, California, 94960, United States"
-120.46,34.65,10.0,2143.0,593.0,1167.0,548.0,2.0819,NEAR OCEAN,103300.0,"170, West Pine Avenue, Lompoc, Santa Barbara County, California, 93436, United States"
-118.22,33.89,41.0,990.0,228.0,776.0,207.0,2.125,<1H OCEAN,120200.0,"744, South Alameda Street, Compton, Los Angeles County, California, 90220, United States"
-122.35,37.58,26.0,854.0,246.0,396.0,231.0,2.8393,NEAR OCEAN,375000.0,"Burlingame City Hall, 501, Primrose Road, Burlingame, San Mateo County, California, 94010, United States"
-118.2,33.8,52.0,1009.0,216.0,614.0,231.0,4.0074,NEAR OCEAN,200800.0,"2362, Maine Avenue, Vista del Mar, Long Beach, Los Angeles County, California, 90806, United States"
-120.85,37.49,42.0,264.0,72.0,310.0,70.0,1.4063,INLAND,61500.0,"336, Locust Street, Turlock, Stanislaus County, California, 95380, United States"
-118.36,33.81,34.0,2211.0,502.0,1113.0,488.0,4.7026,<1H OCEAN,356800.0,"Pacific Coast Highway, Torrance, Los Angeles County, California, 90505, United States"
-120.89,37.21,25.0,3301.0,678.0,994.0,306.0,3.2262,INLAND,97200.0,"Merced County, California, United States"
-118.85,34.25,17.0,5593.0,732.0,1992.0,660.0,7.2965,<1H OCEAN,342900.0,"5165, Read Road, Thousand Oaks, Ventura County, California, 93021, United States"
-118.22,34.09,36.0,1427.0,415.0,1835.0,410.0,2.48,<1H OCEAN,138900.0,"580, Isabel Street, Cypress Park, Los Angeles, Los Angeles County, California, 90065, United States"
-121.49,38.53,42.0,1468.0,281.0,571.0,271.0,3.3906,INLAND,124200.0,"Hollywood Park Elementary School, Harte Way, Hollywood Park, Sacramento, Sacramento County, California, 95822, United States"
-121.97,38.34,11.0,1500.0,319.0,899.0,304.0,4.5568,INLAND,127200.0,"Peabody Road, Vacaville, Solano County, California, 95696, United States"
-118.17,34.68,13.0,5341.0,773.0,2288.0,724.0,6.6772,INLAND,185600.0,"43865, 21st Street West, Lancaster, Los Angeles County, California, 93536, United States"
-121.04,37.68,28.0,1909.0,398.0,1140.0,380.0,2.3783,INLAND,81400.0,"Josephine Chrysler Elementary School, Marvin Gardens Street, Modesto, Stanislaus County, California, 95356, United States"
-118.86,35.9,38.0,298.0,55.0,161.0,47.0,4.125,INLAND,71300.0,"Tulare County, California, United States"
-118.21,34.1,40.0,1684.0,316.0,795.0,330.0,5.2723,<1H OCEAN,218300.0,"4564, Clermont Street, Highland Park, Los Angeles, Los Angeles County, California, 90065, United States"
-118.49,34.14,28.0,3539.0,441.0,1190.0,421.0,10.6796,<1H OCEAN,500001.0,"16300, Mandalay Drive, Los Angeles, Los Angeles County, California, 91436, United States"
-117.81,33.76,32.0,2053.0,339.0,835.0,323.0,5.5654,<1H OCEAN,281800.0,"13982, Eton Place, North Tustin, Orange County, California, 92705, United States"
-117.88,33.89,18.0,1616.0,532.0,866.0,496.0,3.6435,<1H OCEAN,119100.0,"Orange Freeway, Fullerton, Orange County, California, 92834, United States"
-117.99,33.87,16.0,1689.0,499.0,1260.0,453.0,3.1205,<1H OCEAN,174000.0,"Commonwealth-Indiana, Commonwealth Avenue, Buena Park, Orange County, California, 90621, United States"
-118.14,33.9,39.0,1379.0,282.0,883.0,291.0,3.3375,<1H OCEAN,180100.0,"14798, Bruce Avenue, Bellflower, Los Angeles County, California, 90706, United States"
-121.58,39.5,29.0,1947.0,383.0,925.0,337.0,2.1658,INLAND,57600.0,"98, Cabana Drive, Butte County, California, 95965, United States"
-119.68,36.77,21.0,1260.0,182.0,583.0,205.0,6.0132,INLAND,150800.0,"Yale Avenue, Fresno County, California, 93737, United States"
-122.08,37.89,39.0,3018.0,501.0,1223.0,489.0,6.2924,NEAR BAY,283900.0,"1414, Boulevard Way, Walnut Creek, Contra Costa County, California, 94595, United States"
-118.3,37.17,22.0,3480.0,673.0,1541.0,636.0,2.75,INLAND,94500.0,"Baker Creek Road, Big Pine / Tovowahamatü, Inyo County, California, 92513, United States"
-119.31,36.2,23.0,1837.0,332.0,1064.0,335.0,3.1453,INLAND,74500.0,"2576, Kaiser Creek Avenue, Tulare, Tulare County, California, 93274, United States"
-121.4,36.85,50.0,2666.0,613.0,1768.0,555.0,2.6598,INLAND,157300.0,"540, Sally Street, Hollister, San Benito County, California, 95023, United States"
-121.9,37.31,52.0,2125.0,431.0,1014.0,443.0,5.8186,<1H OCEAN,281100.0,"1088, Broadway Avenue, Willow Glen, San Jose, Santa Clara County, California, 95125, United States"
-121.0,37.65,17.0,484.0,202.0,198.0,204.0,0.6825,INLAND,187500.0,"Enslen Avenue, Modesto, Stanislaus County, California, 95354, United States"
-117.69,33.53,17.0,5041.0,778.0,2396.0,801.0,6.0868,<1H OCEAN,282900.0,"25202, Bentwood, Laguna Niguel, Orange County, California, 92677, United States"
-122.29,38.29,52.0,3217.0,742.0,1670.0,671.0,2.4398,NEAR BAY,163100.0,"Shearer Elementary School, Wilson Street, Napa Abajo, Napa, Napa County, California, 94559, United States"
-118.37,34.04,25.0,542.0,161.0,442.0,131.0,2.25,<1H OCEAN,333300.0,"Fairfax & Venice, South Fairfax Avenue, Mid-City, Los Angeles, Los Angeles County, California, 90064, United States"
-121.54,38.54,36.0,1672.0,302.0,969.0,337.0,3.0536,INLAND,73100.0,"Clarksburg Path, Riverview, West Sacramento, Yolo County, California, 95691, United States"
-117.09,32.66,38.0,833.0,206.0,570.0,182.0,1.8333,NEAR OCEAN,127100.0,"2925, I Avenue, National City, San Diego County, California, 91950, United States"
-116.88,33.05,11.0,7217.0,1583.0,4197.0,1502.0,2.8827,<1H OCEAN,166700.0,"1255, Olive Street, Ramona, San Diego County, California, 92065, United States"
-121.1,38.94,42.0,410.0,117.0,706.0,112.0,1.0179,INLAND,125000.0,"Professional Drive, Placer County, California, 95603, United States"
-118.27,33.91,42.0,1786.0,358.0,1318.0,373.0,2.625,<1H OCEAN,101100.0,"Vanguard Middle School, Jarvis Avenue, Athens, Willowbrook, Los Angeles County, California, 90061, United States"
-122.0,37.0,16.0,32.0,4.0,36.0,5.0,2.625,NEAR OCEAN,137500.0,"Wizard Hat, Santa Cruz, Santa Cruz County, California, 95062, United States"
-122.08,37.24,21.0,427.0,63.0,182.0,70.0,11.3283,<1H OCEAN,500001.0,"Vernon J. Pick Trail, Santa Clara County, California, United States"
-118.56,34.23,36.0,2406.0,432.0,1242.0,454.0,4.6944,<1H OCEAN,221800.0,"Kohl's, Nordhoff Way, Northridge West Neighborhood Council District, Los Angeles, Los Angeles County, California, 91324, United States"
-121.56,38.26,43.0,1906.0,327.0,996.0,314.0,2.9744,INLAND,136800.0,"Leary Road, Vorden, Sacramento County, California, 95680, United States"
-118.56,34.22,34.0,1599.0,294.0,819.0,306.0,4.3194,<1H OCEAN,197000.0,"19598, Roscoe Boulevard, Reseda, Los Angeles, Los Angeles County, California, 91324, United States"
-117.23,32.87,11.0,3123.0,740.0,1223.0,634.0,5.417,NEAR OCEAN,196800.0,"Nobel Drive, La Jolla Colony, San Diego, San Diego County, California, 92161, United States"
-117.03,32.73,38.0,3174.0,606.0,1557.0,619.0,3.5861,NEAR OCEAN,123600.0,"2269, Cypress Avenue, Lemon Grove, San Diego County, California, 91945, United States"
-118.46,34.18,27.0,2582.0,719.0,2038.0,718.0,3.0877,<1H OCEAN,174200.0,"14977, Oxnard Street, Van Nuys Neighborhood Council District, Los Angeles, Los Angeles County, California, 91411, United States"
-122.04,37.35,28.0,3250.0,485.0,1328.0,473.0,7.4729,<1H OCEAN,431600.0,"649, Boise Court, Sunnyvale, Santa Clara County, California, 94087, United States"
-117.26,33.04,18.0,2229.0,346.0,1088.0,352.0,6.3525,NEAR OCEAN,278300.0,"363, Hickoryhill Drive, Encinitas, San Diego County, California, 92024, United States"
-121.45,38.51,29.0,4221.0,901.0,2294.0,850.0,2.2245,INLAND,75900.0,"76, 47th Avenue, Parkway-South Sacramento, Sacramento County, California, 95824, United States"
